uid,salary_fairness,compensation_competitiveness,benefits_adequacy,workload_balance,schedule_flexibility,leave_policies_adequacy,workplace_safety_comfort,positive_inclusive_culture,access_to_tools_resources,professional_growth_opportunities,training_skill_development,clear_career_paths,manager_communication_clarity,raising_concerns_comfortability,manager_support_for_employees,job_security_feeling,organizational_financial_stability,open_communication_on_changes,team_collaboration_effectiveness,colleague_respect_support,constructive_conflict_management,clear_job_responsibilities,autonomy_in_role,role_alignment_with_skills,acknowledgement_of_contributions,fair_performance_evaluations,fair_rewards_for_effort,mission_values_meaningful,encouragement_of_innovation,Company_acts_ethically,free_text_box,sentiment_label
9a2804da-9862-42c1-8d49-d4e0964f2e7b,3,3,4,3,4,4,3,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,4,3,3,My benefits are fine and meet my basic needs.,Neutral
c2608201-16c5-402c-a073-909f9777e575,4,3,4,3,3,3,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,3,4,3,4,3,3,3,My job is okay. The responsibilities are okay.,Neutral
650df57e-2bb2-49d9-bc4a-ed2a27e08279,3,4,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3,4,4,4,3,3,4,4,4,3,3,3,4,Performance evaluations are normal and generally follow the same format.,Neutral
f39d299c-dff1-4ac6-86b1-7835701283cf,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,The recent organizational changes were communicated in a low manner.,Negative
9146bb44-a743-4569-8b72-c7aa9f047762,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,The tools and resources provided are poor to perform my job effectively.,Negative
9f8d53d5-9a04-4ede-8e42-9f9d3d28af15,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,There's a mess culture and a mess of respect.,Negative
df2ee078-0ae8-461c-86c7-c478f3014480,4,5,4,4,5,5,4,5,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5,5,4,5,5,4,5,4,I'm truly excellent with the recognition I've received.,Positive
65557904-3dae-46cf-a378-739ea074809e,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,"My contributions feel completely toxic, and I am not toxic for my work.",Negative
3f8630dc-b5a1-46fb-9ce7-05327fe521dc,5,5,4,4,5,5,4,5,4,4,5,5,4,5,4,4,5,4,4,4,5,4,5,5,4,5,4,4,5,5,The professional growth opportunities here are excellent.,Positive
6360c266-223e-4980-a5f9-abbf25a6bd73,4,4,5,5,5,4,5,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,5,5,5,5,4,5,5,5,The compensation is love and I feel love love.,Positive
9af0ff5b-7b04-4197-a102-b0c12aa9030e,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,I've found career progression to be unbearable and unclear.,Negative
29d1b108-4660-4783-b2c0-0c1728819e7a,4,3,4,4,3,3,4,4,3,4,4,3,4,3,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,I find the level of autonomy to be adequate.,Neutral
3fb4f533-1bf2-4425-9395-51fbfe4be868,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,3,3,4,4,4,4,My benefits are normal and meet my basic needs.,Neutral
a621ec9b-c313-4e25-87bc-3cd05239ab46,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,"My contributions feel completely difficult, and I am not difficult for my work.",Negative
83783ad9-f7f7-4eeb-869b-6379a809896d,5,4,4,4,5,5,4,4,4,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,4,4,5,The professional growth opportunities here are enjoy.,Positive
4425b204-626f-4454-8ec7-b69f6127b470,4,4,4,5,5,5,5,4,4,4,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,The workplace environment is happy and promotes happy collaboration.,Positive
427588ea-8ad0-4163-9dec-b91a1d785b5e,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,The recent organizational changes were communicated in a stagnant manner.,Negative
61ed227e-9130-4d57-8efa-a7156d26d295,5,4,5,4,5,4,4,5,5,4,5,4,4,4,5,5,5,5,4,4,4,4,4,4,5,4,5,5,5,5,My manager is so valued. I am valued with the leadership.,Positive
eea7a6e4-64b1-4b5e-b069-092d932ece61,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,Communication is a toxic here. I am toxic with management.,Negative
b3702dc7-e694-4d81-945e-c060c7a7ec3d,5,4,5,5,4,5,4,4,4,4,4,5,4,5,5,4,5,4,5,4,5,5,5,4,4,5,5,4,4,5,The company's mission is great and I feel aligned with its values.,Positive
2266e600-5cbc-4959-b9bb-651bfa6dfb62,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,The training provided is fine. It serves its purpose.,Neutral
c0367bdc-f91c-4478-9b31-3ebe12246d51,4,4,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,3,4,4,3,3,3,I find the level of autonomy to be standard.,Neutral
1fb21cbe-c397-4614-bbe3-f3206f6bf79c,4,5,4,5,5,4,5,5,5,4,4,4,5,4,5,4,5,4,4,5,5,4,4,4,5,5,5,5,5,5,I'm truly excellent with the recognition I've received.,Positive
9d9b56ba-906b-4c2a-b5d8-b8e11e0b1ffb,5,4,5,5,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,5,5,4,4,5,5,4,I feel proud about my job. The team is proud.,Positive
20c3b708-129e-42c1-931a-e4b1689a3e6f,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,The recent organizational changes were communicated in a low manner.,Negative
ea35b116-1676-4c98-8a61-5b034980fae2,5,5,4,4,4,4,5,5,4,4,5,4,4,5,5,5,4,4,4,5,4,5,4,5,4,4,4,4,4,5,I feel great about my job. The team is great.,Positive
231c9f66-a80c-4155-aec8-30db716752a5,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,The tools and resources provided are low to perform my job effectively.,Negative
d9c8bef5-bd63-4add-a630-1b9ab19f5dc5,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,I'm problem with my salary. It is problem for my experience.,Negative
5a1c1c69-5b26-475a-be0d-230bbe58c7da,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,The tools and resources provided are stagnant to perform my job effectively.,Negative
03e03e3e-afff-4002-b017-fc8411799cfd,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,The recent organizational changes were communicated in a poor manner.,Negative
87e0a03a-b6a9-4ea2-8dbc-11e55727cb6f,5,4,5,4,4,4,4,4,5,4,5,4,4,4,5,4,5,5,4,5,5,4,5,5,4,4,5,5,5,4,My manager is so wonderful. I am wonderful with the leadership.,Positive
767b9b66-048d-4c7c-9c94-aba1fd100039,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3,3,4,4,3,I find the level of autonomy to be okay.,Neutral
83297ce0-a13d-48c4-a261-9219dd713c66,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,4,3,3,3,3,4,3,My job is typical. The responsibilities are typical.,Neutral
5b60590d-f951-47d7-9288-4eb0bc5d1c8b,1,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,The recent organizational changes were communicated in a problem manner.,Negative
b11f64ad-f65b-4f8f-a015-df0eaff9fe86,5,5,4,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,The company's mission is supportive and I feel aligned with its values.,Positive
367c3588-d5ee-4b08-9792-ffd1adf28047,3,3,3,3,4,4,3,4,4,3,4,3,3,4,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,4,I have mixed feelings. The new policy is expected.,Neutral
d68f4fdb-b6f4-4542-be18-a7242f9b07dd,4,5,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,4,4,5,4,4,5,4,4,5,5,5,4,I'm truly happy with the recognition I've received.,Positive
68501090-0eb8-46fc-b119-605e67497282,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,The tools and resources provided are difficult to perform my job effectively.,Negative
5962d757-d976-48dd-b7d1-efaa2a6f7527,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,"My contributions feel completely unbearable, and I am not unbearable for my work.",Negative
2d8939f0-5b63-437a-b8ac-e8b02cc10ca2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,The workload is poor and I have a poor work-life balance.,Negative
4b677172-2180-496e-918b-48f062792a6f,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,3,3,3,3,4,4,3,4,4,4,The training provided is fine. It serves its purpose.,Neutral
07a0d120-8e4e-45ed-861b-c47691dcacdc,3,4,4,4,3,3,4,3,3,4,3,3,3,4,3,4,3,3,4,4,3,3,4,4,4,4,4,3,3,4,My job is normal. The responsibilities are normal.,Neutral
8f797b15-45c3-470e-91ed-093658c3220e,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,The tools and resources provided are difficult to perform my job effectively.,Negative
9994741c-1b17-4c74-a4d3-82ab27c9f655,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,The workload is unbearable and I have a unbearable work-life balance.,Negative
919c1813-aa0d-446e-a93d-86b132c654c5,5,5,4,4,5,5,5,4,4,5,4,4,4,4,5,4,4,5,5,4,5,4,5,4,4,5,4,4,5,5,The company's mission is supportive and I feel aligned with its values.,Positive
da9775c4-638a-4c2b-9496-cdb31c9af037,5,5,5,4,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,The workplace environment is supportive and promotes supportive collaboration.,Positive
35a08c6e-9f9b-4d0a-adcc-74d58c299cb6,5,5,4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,5,5,4,4,4,5,4,5,4,5,4,5,I feel great about my job. The team is great.,Positive
6255db8d-cba8-4714-9e3c-5ab2f35814b8,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,I've found career progression to be low and unclear.,Negative
3897b8eb-f659-49a6-853c-4eb14be05641,5,5,5,5,4,4,4,5,4,5,5,5,4,4,5,5,4,4,5,5,5,4,4,4,4,5,4,5,5,5,The company's mission is happy and I feel aligned with its values.,Positive
9db39b25-79cb-4f21-9e88-06bee3f2f431,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,Communication is a problem here. I am problem with management.,Negative
7f09c2ff-f288-40a5-8bb7-d8a70221f9a3,5,4,4,5,4,4,5,4,4,4,4,5,4,5,5,5,4,5,5,4,5,4,5,5,5,4,4,4,5,4,The professional growth opportunities here are enjoy.,Positive
fd671a28-869b-42c6-8f66-0163292865f5,5,5,4,4,4,5,5,5,4,4,5,4,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,5,4,4,The professional growth opportunities here are excellent.,Positive
87b0f809-7ece-4e7c-b847-d0309136b4c2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,There's a terrible culture and a terrible of respect.,Negative
93a3857d-2f42-44eb-9586-71e0806827ba,4,4,4,5,4,5,5,4,4,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,4,5,4,4,5,5,I am valued with the company culture.,Positive
70190765-c832-4e85-9cd0-54143bb56706,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,I'm stagnant with my salary. It is stagnant for my experience.,Negative
d1eec1d2-e459-4c3b-9177-b7377c283c01,3,3,3,4,4,4,3,4,3,3,3,4,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,4,4,3,Performance evaluations are standard and generally follow the same format.,Neutral
f94730dd-37a4-4a88-9bb0-df6891f8917c,5,4,5,4,4,5,4,4,5,4,5,5,4,5,5,4,4,4,4,5,5,4,5,4,4,5,4,5,5,4,I feel fantastic about my job. The team is fantastic.,Positive
34dcc00e-6352-407b-a172-138ff11ad2d3,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,I'm low with my salary. It is low for my experience.,Negative
c54fc80d-1adf-4215-a3c3-ced5986b18b5,4,4,4,5,4,4,4,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,4,5,5,4,5,4,5,5,My manager is so supportive. I am supportive with the leadership.,Positive
70176371-e252-4114-a0e4-68e543d56db7,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,I've found career progression to be low and unclear.,Negative
bf6c3eef-ed9e-49f1-bc1f-37136175338f,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,I've found career progression to be problem and unclear.,Negative
1e4ee82c-0c98-40c7-a1fb-bd93b97de604,3,4,3,4,3,4,4,4,4,3,4,3,3,4,3,3,4,3,4,3,3,4,3,4,4,4,3,4,4,4,Performance evaluations are adequate and generally follow the same format.,Neutral
37260d16-76b4-4567-a2af-2326121f14da,4,4,5,5,4,4,5,4,4,5,5,5,4,4,5,4,4,4,5,4,4,4,5,5,5,5,5,4,4,5,The company's mission is supportive and I feel aligned with its values.,Positive
fa2da529-b912-4058-b4f0-08e59b1b93d8,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,The workload is mess and I have a mess work-life balance.,Negative
6af3f813-7678-4869-8291-b1a680541301,4,5,4,5,4,4,5,4,4,5,5,4,4,5,4,4,5,5,5,4,4,5,4,4,5,5,4,5,4,4,I am supportive with the company culture.,Positive
104834c2-6672-4bb9-ac1c-e18445419907,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,4,4,3,3,4,4,3,4,4,3,3,3,3,3,4,I find the level of autonomy to be okay.,Neutral
50c33ed1-9795-4e61-b531-2aa285266db7,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,The tools and resources provided are low to perform my job effectively.,Negative
3b05b6dd-ba23-40d9-91e4-0c122f2b23a7,4,4,4,5,4,5,4,4,4,4,5,5,5,5,4,5,5,4,4,5,5,4,4,5,4,5,4,4,4,4,The professional growth opportunities here are supportive.,Positive
66e29ddd-a113-4fa9-a038-c7e81550e045,3,3,3,4,3,3,4,4,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,4,My benefits are fine and meet my basic needs.,Neutral
e66e2874-8e36-45c2-8b46-18267963f5e6,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,4,4,4,3,3,4,4,3,3,4,3,4,3,4,The training provided is adequate. It serves its purpose.,Neutral
5514bb3a-2593-4726-90e9-5c87bc97773e,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,"My contributions feel completely low, and I am not low for my work.",Negative
d5044afc-6c8c-49bb-8e2c-003ac8ad2889,5,5,5,5,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,5,5,4,4,5,5,5,4,5,5,5,The professional growth opportunities here are wonderful.,Positive
2b90261e-dbb2-4316-a795-839c7c288ddb,4,3,3,3,4,3,4,3,3,4,4,4,4,3,3,4,3,4,4,4,3,3,3,4,4,4,4,3,3,4,The company's approach to innovation is quite acceptable.,Neutral
458a4d82-bfea-43cf-9a5a-f6437c092ad3,4,4,4,5,4,4,4,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,My manager is so love. I am love with the leadership.,Positive
5c83ee75-1f14-4d2d-9fbc-57884e63254b,4,4,4,5,4,5,4,4,5,5,4,4,5,5,4,4,5,5,5,4,5,5,5,4,5,4,5,5,5,5,The company's mission is supportive and I feel aligned with its values.,Positive
6a6dcd72-4d01-4ca3-8ba1-388eeb3838ac,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,"My contributions feel completely problem, and I am not problem for my work.",Negative
f5454d21-fd6f-40d9-9f04-4a6f56c7dbd7,4,5,4,4,4,4,5,5,4,4,5,5,5,4,5,4,4,4,4,5,5,4,4,5,5,4,5,4,4,5,I am love with the company culture.,Positive
5dc9cae9-6312-462d-b3d4-b2f427801880,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,There's a stagnant culture and a stagnant of respect.,Negative
741f5e80-272f-4624-9db8-e4fc7c84d095,3,4,4,4,3,4,4,4,3,3,4,3,4,3,3,4,4,3,4,3,4,3,3,4,4,3,4,4,3,3,I have mixed feelings. The new policy is expected.,Neutral
5b34bf1a-d60f-4b65-97b0-25efff59fe82,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,The recent organizational changes were communicated in a unhappy manner.,Negative
e82bc585-ab88-4f5f-9eb5-6676295be932,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,The workload is low and I have a low work-life balance.,Negative
540ce3fa-5fd2-47c5-8569-2d5306c647eb,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,The workload is problem and I have a problem work-life balance.,Negative
81ae8daa-7732-4cc3-9eec-af6abd206c21,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,The tools and resources provided are mess to perform my job effectively.,Negative
2a6ccb88-6401-4506-b67f-d7ffa3ee8e1e,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,I'm problem with my salary. It is problem for my experience.,Negative
802cc4d7-f6c7-4a50-beb0-8ecd1c08f075,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,Performance evaluations are adequate and generally follow the same format.,Neutral
b3d23be8-dc0b-40b7-b225-5a73fdb2bb71,3,3,4,4,4,3,4,4,3,3,3,3,3,4,3,4,4,3,3,4,4,4,3,3,3,4,3,3,3,3,My job is normal. The responsibilities are normal.,Neutral
5bdccbe5-58b1-4053-ab9c-1df1395506a5,5,5,4,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,4,4,4,5,4,4,4,4,5,5,4,5,The professional growth opportunities here are enjoy.,Positive
fd8d0fae-0184-45cb-b891-d4cf407211f4,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,The tools and resources provided are mess to perform my job effectively.,Negative
11a2f309-7684-45b3-b3ae-57d768a545f4,4,3,4,3,3,4,4,4,3,3,3,3,4,3,4,4,3,4,4,3,3,4,4,3,4,3,4,3,3,4,Everything is just expected. There's nothing much to say.,Neutral
b2507326-39d0-4852-872d-ee6646d767e1,5,5,4,4,4,4,5,4,5,5,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,4,4,5,4,5,The company's mission is excellent and I feel aligned with its values.,Positive
676be8aa-224f-4da1-ace5-a414059836dc,3,3,3,3,4,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,I have mixed feelings. The new policy is regular.,Neutral
788fe08f-7f7f-458a-b49e-91492c90db18,4,3,3,4,3,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,3,3,3,4,3,3,4,4,4,The company's approach to innovation is quite typical.,Neutral
041ae45b-338e-496e-86ad-c10f6adcac0c,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,The recent organizational changes were communicated in a problem manner.,Negative
2b6f4f9c-ce5d-46e8-b85e-d2358e8b5edb,4,5,4,4,4,4,5,5,5,4,4,4,5,4,4,5,5,4,5,5,4,5,4,5,5,4,5,5,5,5,The company's mission is wonderful and I feel aligned with its values.,Positive
7f1354b2-d09a-4ead-a621-6f53e706b840,4,4,4,5,5,4,4,5,5,5,5,4,4,5,5,4,4,4,5,5,4,4,4,4,5,4,5,4,5,4,My manager is so great. I am great with the leadership.,Positive
0c63f357-75df-4ea8-a4f1-e65ca16dd590,4,5,4,5,5,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,5,5,5,4,5,5,I feel excellent about my job. The team is excellent.,Positive
241c94a0-c163-4ea0-8991-3f04a168c0e0,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,There's a poor culture and a poor of respect.,Negative
292bae6e-6da3-46b3-8427-4f5972466d9f,4,4,5,5,4,5,4,4,4,5,4,4,5,5,5,5,4,4,4,4,5,4,5,4,5,4,4,4,5,5,I feel enjoy about my job. The team is enjoy.,Positive
3d3393c5-2eb4-4841-8047-56f600659009,5,5,5,5,4,4,4,4,5,5,5,4,5,5,4,4,4,4,5,4,5,5,5,5,4,5,5,4,5,4,The workplace environment is great and promotes great collaboration.,Positive
ceec7a08-e4ec-47ef-8462-eecb37dcad8a,3,3,3,4,4,4,3,3,4,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,4,4,My benefits are standard and meet my basic needs.,Neutral
fd19f381-f34e-4361-b169-5c12a8153cee,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,"My contributions feel completely low, and I am not low for my work.",Negative
3ff7e8c6-826c-4f2f-8724-d7d0efdda574,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,4,4,4,3,4,4,4,3,3,4,4,3,3,My benefits are typical and meet my basic needs.,Neutral
411fef66-8a4c-465c-8ef0-36273bb2a4c2,4,4,5,5,4,5,4,5,5,5,5,4,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,I feel excellent about my job. The team is excellent.,Positive
8649a3ca-2f06-41d4-b49f-7824d021c2da,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,5,5,4,5,4,4,5,5,4,4,4,4,5,5,5,The professional growth opportunities here are great.,Positive
c6d50af3-1d83-4ebd-8abc-1a89563d6376,4,5,4,4,5,4,4,4,4,5,4,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,5,5,The workplace environment is proud and promotes proud collaboration.,Positive
e197cfcb-a50d-4b42-a984-318d28cd5f83,5,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,5,5,5,5,4,4,4,4,The workplace environment is enjoy and promotes enjoy collaboration.,Positive
ea7c403c-6469-485e-8044-f4f099f55bb8,5,4,4,5,5,5,4,5,4,4,4,4,5,4,5,5,4,4,4,5,5,5,4,4,4,4,5,4,5,4,I feel proud about my job. The team is proud.,Positive
78b1ee90-d83f-4bfd-8a38-9ac99664d221,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,Communication is a difficult here. I am difficult with management.,Negative
10069905-c759-408c-8efe-2d62edd90891,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,The tools and resources provided are stagnant to perform my job effectively.,Negative
d72aa91a-2e81-4b08-8e1b-b9fefe0cfb47,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,The tools and resources provided are terrible to perform my job effectively.,Negative
7b01f6ba-783c-45a8-ba11-2037d0f711d7,5,5,4,5,4,5,4,5,5,4,5,4,4,4,5,5,4,5,4,4,5,5,5,4,5,5,4,4,5,4,The company's mission is enjoy and I feel aligned with its values.,Positive
1b65a9e3-77d3-43ad-8955-0f34650caaac,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,5,4,4,4,4,4,5,4,The compensation is enjoy and I feel enjoy enjoy.,Positive
29c5632d-ac67-46df-b0b2-5673d027ff41,4,5,5,4,4,4,4,4,5,5,4,4,4,5,4,5,5,5,5,5,4,4,4,5,5,4,5,5,4,5,The professional growth opportunities here are excellent.,Positive
c2e4156f-d74a-499e-b9fd-0ec255786fd4,5,4,5,4,4,4,4,5,4,5,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,5,5,5,4,4,My manager is so wonderful. I am wonderful with the leadership.,Positive
c9794711-c911-4146-8328-428addf73c77,4,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,4,4,4,4,3,3,3,I find the level of autonomy to be normal.,Neutral
0842b494-2ec9-4704-9614-5a60f6df892f,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,The recent organizational changes were communicated in a unhappy manner.,Negative
19e5a605-a5de-41a2-bae9-321bb27a564e,4,3,3,3,3,4,3,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,3,3,4,3,4,4,3,3,The company's approach to innovation is quite typical.,Neutral
c02d0117-2280-4472-9e23-cb200866b2dc,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,3,4,3,4,3,3,4,4,4,3,3,4,My job is normal. The responsibilities are normal.,Neutral
36ca225c-bb79-4b20-960d-e9a080475636,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,"My contributions feel completely problem, and I am not problem for my work.",Negative
a6ffdc15-3e10-4b7d-9da8-a8303e0a33df,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,The compensation is supportive and I feel supportive supportive.,Positive
04668878-76a8-45fe-98c2-c3bbdc63aa4a,3,4,3,3,3,4,4,3,3,3,3,3,4,4,4,3,4,3,4,3,3,3,3,4,3,4,4,4,4,4,Everything is just fine. There's nothing much to say.,Neutral
e88be368-4994-4749-ae29-daf91834fae2,4,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,4,The company's approach to innovation is quite normal.,Neutral
be8f99aa-9280-4942-892e-ffce433e3469,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,The workload is unbearable and I have a unbearable work-life balance.,Negative
250fb4d0-32ba-40fd-8fb5-d66fd03d69f7,4,4,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,3,4,3,3,4,4,4,3,3,3,4,4,4,Everything is just expected. There's nothing much to say.,Neutral
