uid,review_date,salary_fairness,compensation_competitiveness,benefits_adequacy,workload_balance,schedule_flexibility,leave_policies_adequacy,mission_values_meaningful,positive_inclusive_culture,company_values_alignment,diversity_hiring_promotion,employees_feel_included,respectful_welcoming_environment,professional_growth_opportunities,training_skill_development,clear_career_paths,manager_communication_clarity,raising_concerns_comfortability,manager_support_for_employees,free_text_box
d1eec1d2-e459-4c3b-9177-b7377c283c01,2024-05-04,3,3,3,4,4,4,4,4,3,4,4,5,3,3,4,3,3,4,Performance evaluations are standard and generally follow the same format.
f94730dd-37a4-4a88-9bb0-df6891f8917c,2024-01-21,5,4,5,4,4,5,5,4,4,4,5,5,4,5,5,4,5,5,I feel fantastic about my job. The team is fantastic.
34dcc00e-6352-407b-a172-138ff11ad2d3,2023-04-14,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,I'm low with my salary. It is low for my experience.
c54fc80d-1adf-4215-a3c3-ced5986b18b5,2024-01-28,4,4,4,5,4,4,4,4,5,4,5,5,4,5,5,4,5,5,My manager is so supportive. I am supportive with the leadership.
70176371-e252-4114-a0e4-68e543d56db7,2023-09-03,2,1,1,1,1,1,1,2,2,3,3,3,2,1,1,1,1,1,I've found career progression to be low and unclear.
bf6c3eef-ed9e-49f1-bc1f-37136175338f,2023-06-25,2,2,1,2,1,2,2,2,3,2,1,2,2,1,1,1,1,2,I've found career progression to be problem and unclear.
1e4ee82c-0c98-40c7-a1fb-bd93b97de604,2023-02-08,3,4,3,4,3,4,4,4,5,5,2,4,3,4,3,3,4,3,Performance evaluations are adequate and generally follow the same format.
37260d16-76b4-4567-a2af-2326121f14da,2024-04-21,4,4,5,5,4,4,4,4,5,3,4,4,5,5,5,4,4,5,The company's mission is supportive and I feel aligned with its values.
fa2da529-b912-4058-b4f0-08e59b1b93d8,2024-11-12,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,The workload is mess and I have a mess work-life balance.
6af3f813-7678-4869-8291-b1a680541301,2024-06-21,4,5,4,5,4,4,5,4,5,5,4,5,5,5,4,4,5,4,I am supportive with the company culture.
104834c2-6672-4bb9-ac1c-e18445419907,2024-02-12,4,4,4,3,4,4,3,3,3,2,4,2,3,3,4,3,3,3,I find the level of autonomy to be okay.
50c33ed1-9795-4e61-b531-2aa285266db7,2024-06-08,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,The tools and resources provided are low to perform my job effectively.
3b05b6dd-ba23-40d9-91e4-0c122f2b23a7,2024-05-20,4,4,4,5,4,5,4,4,3,4,5,4,4,5,5,5,5,4,The professional growth opportunities here are supportive.
66e29ddd-a113-4fa9-a038-c7e81550e045,2023-02-05,3,3,3,4,3,3,3,4,4,3,2,2,3,3,4,4,4,3,My benefits are fine and meet my basic needs.
e66e2874-8e36-45c2-8b46-18267963f5e6,2024-11-15,3,3,3,3,3,4,4,3,5,3,2,4,4,3,4,3,3,3,The training provided is adequate. It serves its purpose.
5514bb3a-2593-4726-90e9-5c87bc97773e,2023-01-20,2,2,2,2,1,1,2,2,2,1,2,3,1,2,2,1,1,1,"My contributions feel completely low, and I am not low for my work."
d5044afc-6c8c-49bb-8e2c-003ac8ad2889,2023-11-17,5,5,5,5,4,4,5,4,5,5,5,4,5,4,4,5,4,4,The professional growth opportunities here are wonderful.
2b90261e-dbb2-4316-a795-839c7c288ddb,2024-05-26,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,The company's approach to innovation is quite acceptable.
458a4d82-bfea-43cf-9a5a-f6437c092ad3,2024-02-04,4,4,4,5,4,4,5,4,4,3,5,5,5,5,5,5,5,4,My manager is so love. I am love with the leadership.
5c83ee75-1f14-4d2d-9fbc-57884e63254b,2024-10-15,4,4,4,5,4,5,5,4,5,5,4,5,5,4,4,5,5,4,The company's mission is supportive and I feel aligned with its values.
6a6dcd72-4d01-4ca3-8ba1-388eeb3838ac,2024-04-15,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,"My contributions feel completely problem, and I am not problem for my work."
f5454d21-fd6f-40d9-9f04-4a6f56c7dbd7,2023-05-23,4,5,4,4,4,4,4,5,4,5,5,5,4,5,5,5,4,5,I am love with the company culture.
5dc9cae9-6312-462d-b3d4-b2f427801880,2023-04-02,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,There's a stagnant culture and a stagnant of respect.
741f5e80-272f-4624-9db8-e4fc7c84d095,2023-12-20,3,4,4,4,3,4,4,4,3,4,2,2,3,4,3,4,3,3,I have mixed feelings. The new policy is expected.
5b34bf1a-d60f-4b65-97b0-25efff59fe82,2024-12-27,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,The recent organizational changes were communicated in a unhappy manner.
e82bc585-ab88-4f5f-9eb5-6676295be932,2023-02-20,2,2,1,2,1,1,2,1,3,1,2,2,2,2,1,1,2,2,The workload is low and I have a low work-life balance.
540ce3fa-5fd2-47c5-8569-2d5306c647eb,2024-10-26,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,The workload is problem and I have a problem work-life balance.
81ae8daa-7732-4cc3-9eec-af6abd206c21,2024-11-28,2,1,1,2,1,2,2,2,2,1,1,3,2,2,2,2,1,2,The tools and resources provided are mess to perform my job effectively.
2a6ccb88-6401-4506-b67f-d7ffa3ee8e1e,2024-07-28,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,I'm problem with my salary. It is problem for my experience.
802cc4d7-f6c7-4a50-beb0-8ecd1c08f075,2023-07-09,3,3,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,3,Performance evaluations are adequate and generally follow the same format.
b3d23be8-dc0b-40b7-b225-5a73fdb2bb71,2023-05-05,3,3,4,4,4,3,3,4,2,5,4,4,3,3,3,3,4,3,My job is normal. The responsibilities are normal.
5bdccbe5-58b1-4053-ab9c-1df1395506a5,2023-05-30,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,4,4,5,The professional growth opportunities here are enjoy.
fd8d0fae-0184-45cb-b891-d4cf407211f4,2023-11-10,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,The tools and resources provided are mess to perform my job effectively.
11a2f309-7684-45b3-b3ae-57d768a545f4,2024-07-23,4,3,4,3,3,4,3,4,5,5,3,2,3,3,3,4,3,4,Everything is just expected. There's nothing much to say.
b2507326-39d0-4852-872d-ee6646d767e1,2023-12-08,5,5,4,4,4,4,5,4,5,4,3,4,5,4,4,4,4,4,The company's mission is excellent and I feel aligned with its values.
676be8aa-224f-4da1-ace5-a414059836dc,2023-11-01,3,3,3,3,4,4,3,4,5,4,4,3,4,4,3,3,3,3,I have mixed feelings. The new policy is regular.
788fe08f-7f7f-458a-b49e-91492c90db18,2024-11-22,4,3,3,4,3,4,4,4,4,4,4,5,4,4,3,4,3,4,The company's approach to innovation is quite typical.
041ae45b-338e-496e-86ad-c10f6adcac0c,2024-11-12,1,2,1,2,1,1,2,2,1,3,1,2,2,2,2,1,1,1,The recent organizational changes were communicated in a problem manner.
2b6f4f9c-ce5d-46e8-b85e-d2358e8b5edb,2023-02-23,4,5,4,4,4,4,5,5,5,5,5,5,4,4,4,5,4,4,The company's mission is wonderful and I feel aligned with its values.
7f1354b2-d09a-4ead-a621-6f53e706b840,2024-03-19,4,4,4,5,5,4,4,5,3,4,4,4,5,5,4,4,5,5,My manager is so great. I am great with the leadership.
0c63f357-75df-4ea8-a4f1-e65ca16dd590,2024-09-04,4,5,4,5,5,4,4,4,5,5,4,4,4,5,4,4,5,4,I feel excellent about my job. The team is excellent.
241c94a0-c163-4ea0-8991-3f04a168c0e0,2023-09-21,2,2,1,2,2,2,1,1,3,1,1,1,2,1,2,2,2,2,There's a poor culture and a poor of respect.
292bae6e-6da3-46b3-8427-4f5972466d9f,2023-02-22,4,4,5,5,4,5,4,4,5,4,3,5,5,4,4,5,5,5,I feel enjoy about my job. The team is enjoy.
3d3393c5-2eb4-4841-8047-56f600659009,2024-07-25,5,5,5,5,4,4,4,4,4,5,4,4,5,5,4,5,5,4,The workplace environment is great and promotes great collaboration.
ceec7a08-e4ec-47ef-8462-eecb37dcad8a,2024-09-11,3,3,3,4,4,4,3,3,5,3,4,4,4,4,3,4,3,3,My benefits are standard and meet my basic needs.
fd19f381-f34e-4361-b169-5c12a8153cee,2023-01-05,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,"My contributions feel completely low, and I am not low for my work."
3ff7e8c6-826c-4f2f-8724-d7d0efdda574,2023-04-13,3,3,3,3,4,3,4,3,2,3,4,4,3,4,3,3,3,4,My benefits are typical and meet my basic needs.
411fef66-8a4c-465c-8ef0-36273bb2a4c2,2023-07-15,4,4,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,4,I feel excellent about my job. The team is excellent.
8649a3ca-2f06-41d4-b49f-7824d021c2da,2023-12-16,4,5,5,5,4,4,5,5,4,5,4,4,4,4,4,4,4,4,The professional growth opportunities here are great.
c6d50af3-1d83-4ebd-8abc-1a89563d6376,2023-02-16,4,5,4,4,5,4,4,4,5,4,4,3,5,4,5,4,5,5,The workplace environment is proud and promotes proud collaboration.
e197cfcb-a50d-4b42-a984-318d28cd5f83,2024-10-17,5,4,4,4,4,4,4,4,4,4,3,4,5,5,5,4,4,5,The workplace environment is enjoy and promotes enjoy collaboration.
ea7c403c-6469-485e-8044-f4f099f55bb8,2023-09-26,5,4,4,5,5,5,4,5,4,4,5,5,4,4,4,5,4,5,I feel proud about my job. The team is proud.
78b1ee90-d83f-4bfd-8a38-9ac99664d221,2024-01-05,2,1,1,2,2,1,2,2,1,3,2,1,1,1,2,2,2,1,Communication is a difficult here. I am difficult with management.
10069905-c759-408c-8efe-2d62edd90891,2024-09-27,1,2,2,2,1,2,1,1,2,2,3,2,1,2,2,2,1,2,The tools and resources provided are stagnant to perform my job effectively.
d72aa91a-2e81-4b08-8e1b-b9fefe0cfb47,2023-04-16,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,The tools and resources provided are terrible to perform my job effectively.
7b01f6ba-783c-45a8-ba11-2037d0f711d7,2024-10-31,5,5,4,5,4,5,4,5,4,5,3,4,4,5,4,4,4,5,The company's mission is enjoy and I feel aligned with its values.
1b65a9e3-77d3-43ad-8955-0f34650caaac,2024-10-20,5,5,5,5,5,4,4,4,4,3,5,4,4,5,5,5,5,5,The compensation is enjoy and I feel enjoy enjoy.
29c5632d-ac67-46df-b0b2-5673d027ff41,2024-10-18,4,5,5,4,4,4,5,4,5,4,5,5,5,4,4,4,5,4,The professional growth opportunities here are excellent.
c2e4156f-d74a-499e-b9fd-0ec255786fd4,2023-04-30,5,4,5,4,4,4,5,5,4,5,3,4,5,5,4,5,5,5,My manager is so wonderful. I am wonderful with the leadership.
c9794711-c911-4146-8328-428addf73c77,2024-08-26,4,3,3,4,3,4,3,3,3,3,4,2,3,3,3,4,3,3,I find the level of autonomy to be normal.
0842b494-2ec9-4704-9614-5a60f6df892f,2023-02-27,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,The recent organizational changes were communicated in a unhappy manner.
19e5a605-a5de-41a2-bae9-321bb27a564e,2023-12-12,4,3,3,3,3,4,4,4,3,4,5,4,3,3,3,3,3,4,The company's approach to innovation is quite typical.
c02d0117-2280-4472-9e23-cb200866b2dc,2024-04-18,3,4,3,4,4,3,3,4,5,4,4,5,4,3,4,4,3,4,My job is normal. The responsibilities are normal.
36ca225c-bb79-4b20-960d-e9a080475636,2023-04-27,1,2,2,2,1,2,2,2,1,2,3,2,2,2,1,1,2,1,"My contributions feel completely problem, and I am not problem for my work."
a6ffdc15-3e10-4b7d-9da8-a8303e0a33df,2023-05-07,5,4,4,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,The compensation is supportive and I feel supportive supportive.
04668878-76a8-45fe-98c2-c3bbdc63aa4a,2024-01-28,3,4,3,3,3,4,4,3,5,2,3,2,3,3,3,4,4,4,Everything is just fine. There's nothing much to say.
e88be368-4994-4749-ae29-daf91834fae2,2024-10-02,4,3,3,3,3,3,3,3,5,4,2,3,4,3,4,4,4,3,The company's approach to innovation is quite normal.
be8f99aa-9280-4942-892e-ffce433e3469,2023-02-27,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,The workload is unbearable and I have a unbearable work-life balance.
250fb4d0-32ba-40fd-8fb5-d66fd03d69f7,2024-09-25,4,4,3,3,3,4,4,4,4,4,2,4,3,4,3,3,3,4,Everything is just expected. There's nothing much to say.
9998eb9a-b448-4ca1-9600-a63af5c5182d,2024-05-27,3,4,4,3,4,3,3,4,4,5,2,4,4,3,4,4,4,3,I find the level of autonomy to be regular.
0ff99ae1-2475-4187-b2d3-0486f7199f4d,2023-04-06,4,3,4,3,4,3,3,3,5,3,5,4,4,4,4,4,3,4,I have mixed feelings. The new policy is typical.
2f9800c0-c5c2-41d4-b6de-778b7d34bf86,2024-09-29,3,4,3,3,4,4,4,3,3,3,4,4,3,4,3,4,4,3,The company's approach to innovation is quite standard.
7fff1c62-2dff-411b-b6de-f32fbbdab71b,2023-04-28,5,5,4,5,4,5,4,4,4,3,4,5,4,5,5,4,4,4,I'm truly valued with the recognition I've received.
bf888d1e-8616-4c2a-a95e-7031f290f1b4,2024-07-13,5,4,4,5,4,5,5,4,5,3,4,4,5,5,4,5,5,4,The professional growth opportunities here are proud.
d3b04bf0-fd8e-49a7-88e9-ccaf8f09569a,2024-08-23,5,4,4,5,4,5,5,4,5,4,5,5,5,5,4,4,4,4,I'm truly valued with the recognition I've received.
5cb86f99-23fe-4c71-b2ea-e265fa8d9632,2024-05-02,3,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,3,3,The training provided is standard. It serves its purpose.
d5ac2920-440f-454c-8089-0b2697e2ebcf,2023-08-25,1,2,1,2,2,2,1,2,1,2,3,2,2,1,2,2,1,1,Communication is a mess here. I am mess with management.
c557a61a-ec3e-43a0-9773-62264fd8d413,2023-09-29,3,4,4,3,4,4,3,4,3,5,3,4,3,4,3,3,4,4,I find the level of autonomy to be adequate.
3008017c-bb58-4fb8-9d57-6ae67d671260,2023-07-08,5,4,5,5,4,4,4,5,5,5,4,4,4,4,5,5,4,4,The company's mission is enjoy and I feel aligned with its values.
bfc91ba8-96a2-4340-b237-8521703a3167,2024-12-04,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,"My contributions feel completely poor, and I am not poor for my work."
8e9e8642-15c2-460c-ae34-826191dcef0e,2024-03-22,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,The recent organizational changes were communicated in a toxic manner.
249a56fe-18fd-439b-9fc2-b34e2990f604,2024-08-03,4,4,4,4,3,3,4,4,4,5,3,2,4,3,3,4,3,4,My job is adequate. The responsibilities are adequate.
4459f5bc-914a-4e11-93eb-7d42fa9782c7,2023-09-04,5,4,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5,5,The company's mission is supportive and I feel aligned with its values.
c282506f-e0e3-42ed-9d36-6eefc863c057,2023-03-17,3,3,4,4,4,3,3,3,4,3,4,4,4,3,3,3,3,3,The training provided is normal. It serves its purpose.
7183c9fb-eb73-4a3d-8625-5fa62137106b,2023-06-03,4,4,5,5,5,5,5,4,5,4,5,4,4,5,4,4,4,4,I am love with the company culture.
70abab96-b29d-4e10-88b5-0a66db069855,2024-10-17,5,5,5,4,4,4,4,4,5,3,5,4,4,4,5,5,5,4,My manager is so fantastic. I am fantastic with the leadership.
fc16e4d0-d0ed-4170-9060-2259efb3af71,2024-03-10,4,5,4,5,5,5,4,5,4,5,3,4,4,4,5,4,4,5,I'm truly wonderful with the recognition I've received.
0625ffb5-ba4e-4cf4-ae9d-eca309e642d9,2023-03-27,5,4,4,5,4,5,5,4,4,5,5,3,4,5,4,4,4,5,I'm truly valued with the recognition I've received.
85b144a9-dd47-4160-b510-192f848e6c66,2024-11-27,5,4,4,4,5,4,5,5,4,5,5,5,5,4,4,5,4,5,The compensation is wonderful and I feel wonderful wonderful.
9f5dec8e-9e24-4e7e-95ce-8c43f35c56be,2023-10-12,3,4,4,4,3,4,4,3,4,3,3,3,3,4,4,3,4,3,Performance evaluations are expected and generally follow the same format.
828784c7-c1d9-4d73-bef8-c1822ebce9c1,2023-08-08,4,4,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,I'm truly great with the recognition I've received.
f83c1523-be33-4bd5-974e-f3ffea43e0d2,2023-03-10,5,4,4,5,5,5,4,4,4,4,5,4,5,4,4,5,4,4,I'm truly great with the recognition I've received.
32a7c42c-7ea3-4851-843c-e2c7ab973296,2023-02-16,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,The tools and resources provided are poor to perform my job effectively.
f40a8362-4ae8-4ce4-8c38-6d05c8c2eac9,2023-04-04,5,4,5,5,5,4,5,4,5,3,4,4,5,4,5,5,4,5,The workplace environment is supportive and promotes supportive collaboration.
25400789-f516-469b-a1a4-58cbda751ebd,2024-03-28,5,5,4,5,5,5,5,4,5,4,5,4,4,5,4,5,5,5,The compensation is great and I feel great great.
9a41387c-4f99-4aa4-b341-464e78580fef,2023-07-23,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,Communication is a difficult here. I am difficult with management.
cea9aa0d-9c1b-41ad-bba2-3c3ae68285be,2023-08-06,1,1,1,2,1,2,1,2,1,3,1,2,1,2,2,2,1,1,The tools and resources provided are toxic to perform my job effectively.
7730e0fe-ce40-400a-8804-ed6b6bc5f26a,2024-04-18,4,4,5,5,4,4,4,5,4,5,4,4,4,5,4,5,4,5,The workplace environment is supportive and promotes supportive collaboration.
92c57d2f-cd9d-492c-b735-72381122496d,2024-03-07,5,5,5,4,4,4,5,4,5,5,3,5,5,4,4,4,5,4,The workplace environment is fantastic and promotes fantastic collaboration.
3f07f680-fc33-483d-a8ae-b37020fe0b4c,2023-12-07,4,4,3,4,3,4,4,4,2,4,4,4,3,4,3,3,4,3,The training provided is average. It serves its purpose.
1868ff79-7383-42aa-8a2d-0064380fe2b3,2024-07-04,4,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,4,4,The compensation is love and I feel love love.
6235b0c8-f934-4db8-9e7b-fc3d405778d2,2024-09-03,4,5,4,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,The professional growth opportunities here are happy.
e186f29f-0910-4775-ba3a-998ed2699818,2023-10-16,1,2,2,2,2,1,1,1,3,1,1,1,2,1,2,1,2,2,I've found career progression to be unhappy and unclear.
b7f2316f-9489-4c2f-ae20-ffc4b6d6ab82,2023-09-11,1,2,1,1,1,2,2,1,2,2,3,2,1,2,1,1,2,1,Communication is a unhappy here. I am unhappy with management.
aecd8d85-9edd-419d-8d23-ab2660a7a899,2023-12-23,3,3,3,4,4,4,3,4,3,5,3,2,3,3,3,3,4,4,The training provided is acceptable. It serves its purpose.
1ba09dd8-c576-4cd9-a27b-f4724c791348,2023-01-23,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,Communication is a mess here. I am mess with management.
00865141-6be1-4339-95a8-9b58802e4e4e,2024-06-05,4,4,5,4,4,4,4,4,3,4,5,4,5,4,5,5,4,5,The professional growth opportunities here are excellent.
aeffdcdd-2bad-42cd-9ce3-0da6860661ce,2023-04-10,4,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,3,4,The company's approach to innovation is quite standard.
e4e71259-27b0-401b-a146-e14fa8d16889,2023-06-29,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,Communication is a poor here. I am poor with management.
929c460c-d1a6-4396-bda5-bb775e861693,2023-08-11,4,5,4,4,4,4,5,4,3,3,5,4,5,5,4,4,5,4,The compensation is proud and I feel proud proud.
929575c1-06d5-4352-8cca-328d727064a4,2024-10-20,5,4,5,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,I'm truly love with the recognition I've received.
d7a87849-bd30-4568-bc04-7b083c21ea35,2024-03-17,5,4,5,4,4,5,4,4,5,3,4,4,4,5,4,5,4,5,The compensation is supportive and I feel supportive supportive.
44e2039e-0dd2-44e3-96fc-595af73383c6,2024-08-30,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,Everything is just adequate. There's nothing much to say.
551fceae-138b-42c8-913c-a622f66ca77b,2023-11-21,5,4,5,5,5,4,5,5,5,5,3,4,4,4,5,5,4,5,I am excellent with the company culture.
cc9cf590-65e7-4b84-ba1d-8d8e19901bab,2024-05-30,4,4,3,4,3,4,4,3,3,3,3,3,4,4,3,4,3,4,The training provided is standard. It serves its purpose.
19ed1c33-01af-4203-81b8-59307d95f86b,2023-01-16,5,4,5,5,5,4,5,4,3,3,5,5,4,5,5,4,5,4,The professional growth opportunities here are excellent.
2d85a55c-5f4f-4da1-ad17-5deb9bf87b07,2023-12-02,4,3,3,3,3,4,4,4,4,5,2,2,3,3,3,4,4,4,I have mixed feelings. The new policy is okay.
f935637c-52d5-4d49-8ee4-c69c4b7d4e37,2023-09-15,4,4,3,3,3,4,4,3,5,3,3,4,3,4,3,4,4,3,Everything is just typical. There's nothing much to say.
63c111a0-985c-43f4-9e73-2c3c19b8434e,2024-05-11,2,1,1,2,2,1,2,2,2,1,2,3,1,2,1,2,2,1,Communication is a unbearable here. I am unbearable with management.
3eb310ff-91a6-46f3-b7d5-b176435fba6a,2023-06-09,4,5,5,5,4,5,5,4,5,5,4,4,4,5,5,5,4,4,The company's mission is wonderful and I feel aligned with its values.
883956a9-1bb9-4a35-8931-68e9112cc5a0,2024-04-19,3,4,4,3,3,4,3,3,4,2,2,3,4,4,3,4,3,3,I have mixed feelings. The new policy is expected.
a494f779-a1b9-4eed-8980-e53fcae277d4,2024-10-25,3,3,4,3,4,4,4,4,4,4,4,5,3,4,4,3,4,4,My job is adequate. The responsibilities are adequate.
8571d16c-bd6e-47a4-ae80-7ea8ffb08e39,2024-11-20,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,I'm toxic with my salary. It is toxic for my experience.
eeb1ca6c-52df-4304-b5e5-ec46bd4f1460,2024-11-05,1,1,2,1,2,1,2,2,2,1,2,3,1,2,1,1,2,2,The workload is poor and I have a poor work-life balance.
026ca813-5277-4732-95ef-6a1f5dec1f6b,2024-01-15,3,3,3,3,4,4,3,4,5,3,4,4,3,4,3,3,3,4,Everything is just normal. There's nothing much to say.
81dc0e99-747f-480a-b849-577cd4c53129,2024-06-28,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,The recent organizational changes were communicated in a mess manner.
dd78f45b-ba2b-4017-aedb-c172a344432b,2024-11-21,3,4,4,3,4,3,4,4,3,3,4,5,3,3,4,3,3,3,My benefits are fine and meet my basic needs.
c4905fb0-6ea0-49fa-88cc-68fc5ba9393e,2024-03-02,5,4,4,5,4,4,4,5,4,5,3,5,4,4,4,4,4,5,I am fantastic with the company culture.
f1a0ae5e-6819-4f96-807b-7208d60de0ae,2024-09-04,2,1,2,1,1,1,1,2,1,2,2,3,1,2,2,1,2,1,The recent organizational changes were communicated in a difficult manner.
26f8241b-0630-4933-afa7-ef958e90f6c9,2023-09-25,4,5,5,4,5,5,4,4,4,4,5,5,4,4,5,5,5,4,The professional growth opportunities here are wonderful.
2f3d74fe-3b0f-4482-8efc-3eb1b7a441ee,2024-07-30,4,3,3,3,3,3,4,4,3,3,4,3,4,3,4,3,3,4,I have mixed feelings. The new policy is average.
6096fc54-80eb-426a-b60b-3b2330128de8,2024-02-21,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,5,5,I feel wonderful about my job. The team is wonderful.
443e35d6-785b-4cb3-8940-ad82c2f42940,2023-06-17,4,3,3,4,4,4,3,3,3,3,4,4,3,4,3,3,3,4,My job is adequate. The responsibilities are adequate.
605e077d-9b71-43ac-9f39-a4323fcd07f5,2023-02-12,2,1,2,1,2,1,1,2,1,3,2,1,2,1,1,1,2,2,"My contributions feel completely difficult, and I am not difficult for my work."
316d969b-2928-4931-ab84-adfe1b55a8f7,2024-07-09,4,3,3,3,3,4,4,4,4,3,4,4,3,3,3,4,4,3,The training provided is typical. It serves its purpose.
5c30046e-2493-423a-b03b-6926b6212fa4,2023-10-12,4,3,3,4,3,4,3,4,3,4,4,5,3,4,4,3,3,4,I have mixed feelings. The new policy is average.
32cee58a-9775-437c-a02f-ee4ad85d456c,2024-02-01,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,The workload is low and I have a low work-life balance.
4db9a3f6-7330-4699-88f8-8a1bcd8b8451,2023-01-12,1,1,2,1,2,1,1,1,1,1,3,2,1,2,1,2,1,2,The workload is unbearable and I have a unbearable work-life balance.
cf256cb5-d2ab-4e17-b4e3-6ad9b29dd30e,2024-08-29,4,3,4,3,4,4,3,3,5,3,3,2,3,3,3,3,4,4,My job is adequate. The responsibilities are adequate.
c26f1d0c-2448-4f16-845d-e352db91d053,2023-10-29,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,The company's approach to innovation is quite fine.
01012805-dcdc-4e8a-b170-23855a83d63d,2023-09-10,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,"My contributions feel completely poor, and I am not poor for my work."
33b597bf-be1f-4901-b892-b92507dd5999,2024-05-13,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,There's a low culture and a low of respect.
1f94a75f-def4-45ab-aa1b-21740a94d716,2023-02-04,5,5,5,4,5,4,4,4,5,5,5,4,5,4,5,5,4,5,The compensation is supportive and I feel supportive supportive.
08756e98-091e-4f08-b97e-6b2977512abd,2024-12-27,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,The tools and resources provided are terrible to perform my job effectively.
2f0893c0-a681-486c-b44a-145a3b90abb3,2023-03-31,3,4,4,4,3,4,4,3,4,3,3,4,4,3,4,4,4,3,Everything is just normal. There's nothing much to say.
0a5a7f1d-f347-42a2-88ac-dc49333448fa,2024-08-27,4,3,3,4,3,4,4,3,4,3,2,4,3,3,4,4,4,3,The company's approach to innovation is quite average.
97c52e34-c840-4851-b98b-223fac82e63f,2024-08-24,4,4,4,4,4,5,4,4,4,3,5,5,4,5,5,4,4,4,The compensation is fantastic and I feel fantastic fantastic.
bc1a1263-91d6-451c-95d0-03fbc06680aa,2024-02-22,1,2,2,2,1,2,1,2,1,2,3,2,2,2,1,2,2,1,There's a problem culture and a problem of respect.
75d73a60-bc46-4383-ad8c-3f969c03fd20,2023-04-25,4,3,4,4,4,4,3,3,3,3,4,4,4,3,4,3,4,3,The company's approach to innovation is quite average.
82b1f8ac-38a2-4862-bd70-16827794d641,2024-09-08,3,4,4,3,4,4,3,4,4,5,3,2,4,3,3,4,4,3,I have mixed feelings. The new policy is standard.
2bf5bb1b-dbfd-4d6c-bbd3-793d5a8cf972,2023-07-15,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,"My contributions feel completely unhappy, and I am not unhappy for my work."
0434013a-6863-483b-8507-86f480669ae8,2024-05-15,1,2,2,2,2,1,2,2,1,3,1,2,2,1,1,1,1,1,"My contributions feel completely unhappy, and I am not unhappy for my work."
9e189624-df08-4f20-9420-5bf7c79f9cc1,2024-09-17,4,4,5,5,4,4,4,5,4,4,4,5,5,5,4,5,4,5,The workplace environment is proud and promotes proud collaboration.
7ca82890-7005-4df0-b0ea-d30c5cc8a11f,2024-05-07,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,3,3,3,I find the level of autonomy to be typical.
0754ac13-a1de-4c1a-a58c-99aedd64f7a4,2023-03-16,2,2,2,2,1,2,1,2,2,3,2,2,2,1,1,1,2,1,The recent organizational changes were communicated in a terrible manner.
